what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409741600975
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1409741613954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409741624591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409741630049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409741631126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742324982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742339254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742346190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742346297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742349194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742350388
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409742350571
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1409742350992
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1409742351183
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1409742351184
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1409742351185
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1409742351185
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1409742351186
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1409742351186
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1409742351187
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1409742351187
